state,type,pollster,startdate,enddate,rawpoll_clinton,rawpoll_trump,adjpoll_clinton,adjpoll_trump
U.S.,now-cast,SurveyMonkey,10/24/2016,10/30/2016,47.0,41.0,45.64809,41.64202
Ohio,now-cast,SurveyMonkey,10/26/2016,11/1/2016,42.0,45.0,40.66221,45.21965
Rhode Island,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,42.37,22.99,50.1046,32.11102
Oregon,now-cast,SurveyMonkey,10/18/2016,10/26/2016,52.0,33.0,50.56857,34.78635
Illinois,now-cast,"Normington, Petts & Associates",7/11/2016,7/14/2016,51.0,32.0,51.18882,34.33903
Arizona,now-cast,SurveyMonkey,10/26/2016,11/1/2016,42.0,43.0,40.66893,43.24237
Connecticut,now-cast,SurveyMonkey,10/24/2016,10/30/2016,51.0,39.0,49.66949,39.75235
Michigan,now-cast,Mitchell Research & Communications,10/18/2016,10/18/2016,51.0,38.0,49.65876,39.62872
Indiana,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,38.24,32.72,43.8493,41.36624000000001
Arizona,now-cast,SurveyMonkey,10/25/2016,10/31/2016,43.0,44.0,41.65776,44.45537
Pennsylvania,now-cast,SurveyMonkey,10/18/2016,10/26/2016,48.0,42.0,46.54886,43.519
Oklahoma,now-cast,SurveyMonkey,10/24/2016,10/30/2016,30.0,57.0,28.636570000000006,57.5826
U.S.,now-cast,USC Dornsife/LA Times,10/15/2016,10/21/2016,44.1,44.35,45.10161,42.91415
Texas,now-cast,SurveyMonkey,10/18/2016,10/26/2016,40.0,47.0,38.55088,48.54642
Kentucky,now-cast,Ipsos,9/16/2016,9/29/2016,37.76,56.38,37.78416,57.04622
Virginia,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,40.76,28.22,46.37269000000001,36.89103
Connecticut,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,44.26,26.17,50.32906,35.22645
Louisiana,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,22.83,49.2,28.74057,57.61763000000001
Hawaii,now-cast,SurveyMonkey,8/9/2016,9/1/2016,51.0,25.0,53.48857,30.95738
U.S.,now-cast,The Times-Picayune/Lucid,10/20/2016,10/22/2016,43.0,37.0,43.31808,41.71807
Alabama,now-cast,Ipsos,9/16/2016,9/29/2016,37.02,55.52,36.83645,55.88916999999999
Oklahoma,now-cast,SoonerPoll.com,7/20/2016,7/25/2016,28.6,53.0,30.31276,55.17634
New York,now-cast,SurveyMonkey,10/18/2016,10/26/2016,57.0,32.0,55.55805,33.6437
Virginia,now-cast,Evolving Strategies,6/10/2016,6/22/2016,43.0,35.0,44.93618,41.59817
North Carolina,now-cast,Gravis Marketing,8/15/2016,8/17/2016,38.0,39.0,40.04612,42.43353
Maine,now-cast,Ipsos,9/9/2016,9/29/2016,45.01,33.56,44.50705,33.69116
Idaho,now-cast,SurveyMonkey,8/9/2016,9/1/2016,25.0,44.0,27.2978,49.63132
Colorado,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,42.95,23.66,48.6056,32.64485
Arizona,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,40.02,30.69,45.65841,39.54911
Vermont,now-cast,SurveyMonkey,8/9/2016,9/1/2016,45.0,24.0,47.56436,30.08693
Iowa,now-cast,Evolving Strategies,6/10/2016,6/22/2016,38.0,36.0,40.20032,43.01337
Colorado,now-cast,SurveyMonkey,10/26/2016,11/1/2016,43.0,40.0,41.6794,40.27774
North Dakota,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,22.78,45.48,29.65266,54.4899
California,now-cast,SurveyMonkey,10/18/2016,10/26/2016,54.0,31.0,52.55834,32.64762
Colorado,now-cast,SurveyMonkey,10/18/2016,10/26/2016,45.0,38.0,43.56632000000001,39.75583
Pennsylvania,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,36.67,35.97,42.09306,44.29325
Pennsylvania,now-cast,SurveyMonkey,10/24/2016,10/30/2016,49.0,41.0,47.63713,41.58546
Delaware,now-cast,Ipsos,9/9/2016,9/29/2016,43.16,35.28,42.93349,35.57879000000001
Colorado,now-cast,SurveyMonkey,10/25/2016,10/31/2016,43.0,39.0,41.66782,39.49855
Idaho,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,27.19,42.68,33.96307,51.48065
Mississippi,now-cast,Ipsos,9/9/2016,9/29/2016,38.2,49.22,38.65174,50.09592
Texas,now-cast,Leland Beatty,6/13/2016,6/14/2016,29.7,36.8,34.88868,44.0823
West Virginia,now-cast,Ipsos,9/9/2016,9/29/2016,33.12,52.74,33.06315,53.23619
Washington,now-cast,Public Policy Polling,6/14/2016,6/15/2016,49.0,37.0,48.82629,38.56279
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,10/11/2016,10/13/2016,41.0,43.0,41.76974000000001,46.43744
Michigan,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,33.6,33.62,39.23259,42.43653
North Carolina,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,35.61,38.39,41.20439,46.92716
Tennessee,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,33.28,43.35,39.25811,52.03988
Indiana,now-cast,SurveyMonkey,10/24/2016,10/30/2016,37.0,49.0,35.63721,49.58589
Wyoming,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,18.8,35.07,25.57931,43.88375
Iowa,now-cast,Public Policy Polling,6/22/2016,6/23/2016,41.0,39.0,41.45897,41.33202
U.S.,now-cast,CNN/Opinion Research Corp.,7/22/2016,7/24/2016,39.0,44.0,42.13589,47.60007
Georgia,now-cast,SurveyMonkey,10/8/2016,10/16/2016,45.0,41.0,43.78962,43.24749
U.S.,now-cast,Pew Research Center,8/9/2016,8/16/2016,41.0,37.0,42.73229,41.85971
Maryland,now-cast,SurveyMonkey,10/17/2016,10/25/2016,61.0,27.0,59.55356999999999,28.66452
Oregon,now-cast,SurveyMonkey,10/24/2016,10/30/2016,51.0,36.0,49.66737,36.74142
Michigan,now-cast,SurveyMonkey,10/26/2016,11/1/2016,44.0,43.0,42.66539,43.2304
Maine,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,42.82,41.51,48.94283,50.78318
Iowa,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,36.61,27.19,42.66127,36.17476
Wisconsin,now-cast,SurveyMonkey,10/24/2016,10/30/2016,45.0,41.0,43.65847,41.69551
New Jersey,now-cast,YouGov,5/31/2016,6/3/2016,49.0,34.0,50.71711,36.61786
Texas,now-cast,SurveyMonkey,10/24/2016,10/30/2016,42.0,46.0,40.64023,46.60146
Florida,now-cast,SurveyMonkey,10/8/2016,10/16/2016,43.0,45.0,41.83788,47.60045
Maine CD-1,now-cast,University of New Hampshire,6/15/2016,6/21/2016,48.0,33.0,48.15616,36.47904000000001
U.S.,now-cast,CVOTER International,10/6/2016,10/12/2016,50.45,44.72,47.96678,42.68162
U.S.,now-cast,USC Dornsife/LA Times,10/14/2016,10/20/2016,43.76,44.52,44.75461,43.17134
Nebraska,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,31.87,36.58,38.61364,45.31879
Florida,now-cast,SurveyMonkey,10/26/2016,11/1/2016,47.0,44.0,45.66016,44.21273
Arkansas,now-cast,SurveyMonkey,10/17/2016,10/25/2016,33.0,54.0,31.55537,55.68975
Alabama,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,22.51,53.8,28.4016,62.14116
Oklahoma,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,28.99,39.64,35.62968,48.16034000000001
Missouri,now-cast,Ipsos,9/16/2016,9/29/2016,36.06,47.69,35.52089,47.78822
Maine,now-cast,SurveyMonkey,10/17/2016,10/25/2016,51.0,35.0,49.58591,37.11877
North Carolina,now-cast,SurveyMonkey,10/26/2016,11/1/2016,49.0,42.0,47.64214000000001,42.15182
California,now-cast,SurveyUSA,9/27/2016,9/28/2016,59.0,33.0,59.46458000000001,34.7674
Idaho,now-cast,Ipsos,9/9/2016,9/29/2016,27.39,59.62,26.765,59.55819
North Carolina,now-cast,SurveyMonkey,10/18/2016,10/26/2016,48.0,43.0,46.5433,44.44368
Maryland,now-cast,Ipsos,9/16/2016,9/29/2016,51.84,32.73,51.81495,33.33548
Tennessee,now-cast,SurveyMonkey,10/24/2016,10/30/2016,39.0,51.0,37.64059,51.60329
Michigan,now-cast,Ipsos,9/30/2016,10/6/2016,44.75,38.18,43.37756,38.76831
Arkansas,now-cast,Ipsos,9/9/2016,9/29/2016,41.3,49.92,41.14609,50.28026
Arizona,now-cast,SurveyMonkey,10/24/2016,10/30/2016,43.0,43.0,41.654,43.67247
U.S.,now-cast,Morning Consult,9/30/2016,10/2/2016,42.0,36.0,44.57132,40.51032
New Jersey,now-cast,Ipsos,9/23/2016,9/29/2016,46.68,34.18,47.07407,35.62909000000001
South Carolina,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,31.38,45.47,37.28956,53.88355
Wisconsin,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,42.17,27.33,47.81615,36.24576
Florida,now-cast,Ipsos,9/30/2016,10/6/2016,48.55,43.74,48.28529,45.39668
Nevada,now-cast,Ipsos,9/9/2016,9/29/2016,42.38,43.73,41.99438,43.87902
Ohio,now-cast,Evolving Strategies,6/10/2016,6/22/2016,41.0,34.0,43.02679000000001,40.74059000000001
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,10/10/2016,10/12/2016,41.0,43.0,41.83283,46.44556
Minnesota,now-cast,SurveyMonkey,8/9/2016,9/1/2016,41.0,34.0,43.3051,39.64378
District of Columbia,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,66.53,15.3,74.26642,24.42363
Ohio,now-cast,SurveyMonkey,10/24/2016,10/30/2016,41.0,44.0,39.64763,44.63961
Alabama,now-cast,Ipsos,9/2/2016,9/22/2016,39.35,53.12,39.23778,53.55209
North Dakota,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,26.63,49.28,34.14557,58.08595
North Carolina,now-cast,Ipsos,9/30/2016,10/6/2016,44.16,43.09,43.37856,44.09426
Oregon,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,48.54,23.82,54.60239,32.84959
Maine,now-cast,SurveyMonkey,8/9/2016,9/1/2016,37.0,34.0,39.55135,40.06468
North Carolina,now-cast,Evolving Strategies,6/10/2016,6/22/2016,44.0,37.0,45.82313,43.42046
Pennsylvania,now-cast,Evolving Strategies,6/10/2016,6/22/2016,46.0,32.0,47.91435,38.56385
Nevada,now-cast,SurveyMonkey,10/17/2016,10/25/2016,44.0,44.0,42.56058,45.76300000000001
U.S.,now-cast,icitizen,7/12/2016,7/15/2016,39.0,35.0,43.69013,41.68247
Maryland,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,48.14,25.89,54.11041,34.54881
U.S.,now-cast,The Times-Picayune/Lucid,10/19/2016,10/21/2016,43.0,37.0,43.32877,41.86479
Wyoming,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,17.78,45.91,25.16699,54.53099
New Mexico,now-cast,Ipsos,9/9/2016,9/29/2016,48.94,39.69,45.82982,37.13914000000001
New Jersey,now-cast,Fairleigh Dickinson University (PublicMind),6/22/2016,6/26/2016,44.0,32.0,47.85974,38.19277
Georgia,now-cast,Ipsos,9/23/2016,9/29/2016,38.11,50.98,37.50825,51.26399
Illinois,now-cast,Victory Research,7/14/2016,7/16/2016,51.0,34.0,53.23966,36.7529
Colorado,now-cast,SurveyMonkey,10/24/2016,10/30/2016,44.0,39.0,42.66392000000001,39.72362
New Hampshire,now-cast,Ipsos,9/9/2016,9/29/2016,47.21,41.25,46.66535,41.36779
U.S.,now-cast,USC Dornsife/LA Times,10/13/2016,10/19/2016,43.76,44.41,44.74313,43.12973
Florida,now-cast,SurveyMonkey,10/25/2016,10/31/2016,46.0,45.0,44.64933,45.41918
Maine CD-2,now-cast,University of New Hampshire,6/15/2016,6/21/2016,36.0,37.0,35.40831,39.61566
Ohio,now-cast,Ipsos,9/30/2016,10/6/2016,46.21,42.56,45.11523,43.40203
South Dakota,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,29.11,31.07,36.50235,39.6987
Michigan,now-cast,SurveyMonkey,10/18/2016,10/26/2016,43.0,40.0,41.55767,41.63848
Kansas,now-cast,Ipsos,9/9/2016,9/29/2016,34.4,53.56,33.343309999999995,53.06107
Maine,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,36.31,28.63,43.90499000000001,37.55019
Nebraska,now-cast,SurveyMonkey,8/9/2016,9/1/2016,32.0,42.0,34.25033,47.55017
Delaware,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,25.92,23.36,33.18267,31.80217
Oregon,now-cast,Ipsos,9/16/2016,9/29/2016,48.42,37.65,48.037,37.98837
U.S.,now-cast,CVOTER International,10/5/2016,10/11/2016,50.63,44.22,48.18679,42.15065
Alaska,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,28.37,37.74,35.82546,46.45948
Massachusetts,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,52.75,19.79,58.92097,29.25722
U.S.,now-cast,SurveyUSA,6/8/2016,6/8/2016,39.0,36.0,41.79156,40.8358
Nebraska,now-cast,SurveyMonkey,10/17/2016,10/25/2016,33.0,52.0,31.56447,53.8176
Mississippi,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,24.3,45.98,30.76491,54.1331
Michigan,now-cast,SurveyMonkey,10/25/2016,10/31/2016,43.0,42.0,41.65435,42.44075
New York,now-cast,Ipsos,9/23/2016,9/29/2016,49.34,29.05,49.45348,30.19831
North Carolina,now-cast,SurveyMonkey,10/25/2016,10/31/2016,47.0,44.0,45.63201,44.34481
Virginia,now-cast,Roanoke College,8/7/2016,8/17/2016,48.0,32.0,49.88524,37.83382
Tennessee,now-cast,Ipsos,9/16/2016,9/29/2016,35.1,47.07,35.20563,47.81377
U.S.,now-cast,IBD/TIPP,7/29/2016,8/4/2016,39.0,35.0,44.49738,40.81649
Louisiana,now-cast,SurveyMonkey,8/9/2016,9/1/2016,33.0,49.0,34.91908,53.98399000000001
Michigan,now-cast,Mitchell Research & Communications,10/11/2016,10/11/2016,47.0,37.0,45.95057,39.1032
Pennsylvania,now-cast,Ipsos,9/30/2016,10/6/2016,49.34,42.79,48.48824000000001,43.79162
District of Columbia,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,43.22,28.46,51.30132,37.69177
Nebraska,now-cast,Ipsos,9/9/2016,9/29/2016,32.71,51.19,32.34444000000001,51.37436
New Jersey,now-cast,Fairleigh Dickinson University (PublicMind),6/22/2016,6/26/2016,52.0,31.0,54.26517,35.5982
Vermont,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,48.29,28.19,55.8961,37.12618
Ohio,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,34.87,35.98,40.49736,44.75832
Kentucky,now-cast,SurveyMonkey,10/24/2016,10/30/2016,31.0,59.0,29.64185,59.60979
Indiana,now-cast,SurveyMonkey,8/9/2016,9/1/2016,30.0,46.0,32.08867,51.27386
Pennsylvania,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,38.86,36.06,44.46916,44.70518
Mississippi,now-cast,SurveyMonkey,8/9/2016,9/1/2016,43.0,46.0,44.80087,50.78194000000001
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,10/9/2016,10/11/2016,43.0,39.0,43.917,42.44342
New Jersey,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,39.82,32.04,45.46144,40.92135
West Virginia,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,30.64,40.3,37.98739000000001,48.86403
Montana,now-cast,Ipsos,9/2/2016,9/22/2016,36.29,53.6,34.72778,52.74599
Florida,now-cast,SurveyMonkey,10/18/2016,10/26/2016,47.0,44.0,45.55444,45.59467
Iowa,now-cast,Ipsos,9/9/2016,9/29/2016,42.15,48.82,41.9291,49.17359
U.S.,now-cast,CVOTER International,10/4/2016,10/10/2016,50.23,44.09,47.83715,41.98656
New Mexico,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,43.05,22.73,49.81449,31.51261
Michigan,now-cast,Gravis Marketing,7/7/2016,7/8/2016,37.0,34.0,39.52476,37.64398
Kansas,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,36.39,28.62,43.15104,37.39536
Arkansas,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,29.66,45.44,36.32439,54.01226
Missouri,now-cast,SurveyMonkey,8/9/2016,9/1/2016,34.0,43.0,36.11781,48.32367
U.S.,now-cast,USC Dornsife/LA Times,10/12/2016,10/18/2016,43.85,44.1,44.84145,42.85358
South Carolina,now-cast,SurveyMonkey,10/17/2016,10/25/2016,43.0,45.0,41.54066,46.48317
New Mexico,now-cast,Zia Poll,9/24/2016,9/25/2016,41.8,36.6,42.95235,37.70919
Maine,now-cast,Maine People's Resource Center,8/17/2016,8/20/2016,42.0,32.0,45.74943,37.00113
Georgia,now-cast,Ipsos,9/9/2016,9/22/2016,42.71,46.04,42.35686,46.18082
U.S.,now-cast,Pew Research Center,7/12/2016,8/8/2016,50.0,46.0,49.78275,48.21785
Oklahoma,now-cast,Ipsos,9/9/2016,9/29/2016,31.34,53.86,30.13355,53.15657
Louisiana,now-cast,SurveyMonkey,10/17/2016,10/25/2016,38.0,53.0,36.54087,54.48619
Missouri,now-cast,SurveyMonkey,10/17/2016,10/25/2016,36.0,50.0,34.55503,51.68501
Louisiana,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,31.23,45.71,37.76822,54.01714000000001
Louisiana,now-cast,Ipsos,9/9/2016,9/29/2016,37.53,49.56,37.78213,50.26938
New Hampshire,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,28.44,37.61,36.459,46.76042
U.S.,now-cast,Fox News/Anderson Robbins Research/Shaw & Company Research,7/31/2016,8/2/2016,44.0,35.0,48.66822,41.08871
U.S.,now-cast,TargetPoint,6/14/2016,6/18/2016,45.0,40.0,45.78585,41.96422000000001
Kentucky,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,36.44,36.64,43.11031,45.22472
Michigan,now-cast,Evolving Strategies,6/10/2016,6/22/2016,47.0,30.0,49.05906,36.79132
New Hampshire,now-cast,SurveyMonkey,8/9/2016,9/1/2016,40.0,34.0,42.6526,40.23774
Wisconsin,now-cast,YouGov,6/21/2016,6/24/2016,41.0,36.0,44.65082,40.50661
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,10/12/2016,10/16/2016,43.0,41.0,43.67932,44.34133
Illinois,now-cast,"Political Callers, Inc.",6/7/2016,6/7/2016,48.3,29.5,50.7211,34.19449
Florida,now-cast,SurveyMonkey,10/24/2016,10/30/2016,46.0,45.0,44.64569,45.6296
Florida,now-cast,Evolving Strategies,6/10/2016,6/22/2016,47.0,34.0,49.00601,40.70793
Arkansas,now-cast,SurveyMonkey,8/9/2016,9/1/2016,37.0,46.0,39.12254,51.33175
Alabama,now-cast,SurveyMonkey,8/9/2016,9/1/2016,31.0,53.0,32.86257,57.88741
Indiana,now-cast,Ipsos,9/16/2016,9/29/2016,35.88,53.16,34.6148,52.52246
Tennessee,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,31.62,42.73,38.28299000000001,51.29932
South Carolina,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,29.83,40.78,36.36635,49.08321
Colorado,now-cast,Ipsos,9/16/2016,9/29/2016,43.25,45.22,42.24414,44.92477
Georgia,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,30.76,42.67,36.66658,51.07155
Massachusetts,now-cast,Ipsos,9/16/2016,9/29/2016,50.12,28.38,50.08857,29.17715
North Carolina,now-cast,Ipsos,9/16/2016,9/29/2016,48.07,43.58,47.99511,44.10605
Illinois,now-cast,Ipsos,9/23/2016,9/29/2016,52.71,33.37,52.53264,34.19934
U.S.,now-cast,CVOTER International,10/3/2016,10/9/2016,49.92,44.39,47.58501,42.25183
Texas,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,29.79,41.49,35.40454000000001,50.17451
Minnesota,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,39.04,25.42,45.08016,34.35996
U.S.,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,38.52,33.47,44.52175,42.25513
Iowa,now-cast,SurveyMonkey,10/17/2016,10/25/2016,40.0,44.0,38.57073,45.90552
Washington,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,45.5,27.99,51.57318,37.06308
Nevada,now-cast,SurveyMonkey,8/9/2016,9/1/2016,40.0,37.0,42.19576,42.45691
Wisconsin,now-cast,Ipsos,9/16/2016,9/29/2016,42.48,42.0,42.43961,42.65332
Minnesota,now-cast,Ipsos,9/16/2016,9/29/2016,42.8,34.63,42.08265,34.61205
Arizona,now-cast,Public Policy Polling,6/22/2016,6/23/2016,40.0,44.0,40.37923,46.19623
U.S.,now-cast,The Times-Picayune/Lucid,10/18/2016,10/20/2016,45.0,37.0,45.34507,42.00119
Arizona,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,38.24,35.87,44.26033,44.73003
Missouri,now-cast,Remington,9/1/2016,9/2/2016,38.0,47.0,40.25244,49.13386
U.S.,now-cast,USC Dornsife/LA Times,10/11/2016,10/17/2016,43.28,44.92,44.27325,43.70599
Colorado,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,41.46,25.52,47.51153,34.5058
Utah,now-cast,SurveyMonkey,10/17/2016,10/25/2016,28.0,33.0,26.5154,34.7276
U.S.,now-cast,CBS News/New York Times,7/22/2016,7/24/2016,39.0,40.0,43.26639,45.89712
Illinois,now-cast,SurveyMonkey,8/9/2016,9/1/2016,45.0,31.0,47.16107,36.39761
Illinois,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,36.05,32.23,41.67269,40.97419
Virginia,now-cast,SurveyMonkey,10/17/2016,10/25/2016,48.0,39.0,46.55426,40.67419
Virginia,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,34.05,36.57,40.02365,45.2419
Montana,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,32.15,36.3,39.58402,44.98865
North Carolina,now-cast,SurveyMonkey,10/24/2016,10/30/2016,47.0,43.0,45.62861,43.54152
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,9/29/2016,10/3/2016,42.0,41.0,43.74005,44.34365
Florida,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,36.93,39.19,42.554,47.94371
North Carolina,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,35.04,36.78,40.98043,45.31799
New Jersey,now-cast,Quinnipiac University,5/10/2016,5/16/2016,45.0,38.0,47.16244,41.42381
Delaware,now-cast,Ipsos,9/2/2016,9/22/2016,40.04,32.95,39.83223,33.38474
Illinois,now-cast,SurveyMonkey,10/17/2016,10/25/2016,52.0,34.0,50.55811,35.7283
Connecticut,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,44.46,26.58,51.29098,35.50233
Missouri,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,34.15,30.38,40.12729,39.06653
Michigan,now-cast,SurveyMonkey,10/24/2016,10/30/2016,43.0,42.0,41.65064,42.65516
U.S.,now-cast,Ipsos,9/22/2016,9/26/2016,42.6,37.4,44.60562,40.17382
Massachusetts,now-cast,SurveyMonkey,10/17/2016,10/25/2016,61.0,28.0,59.59613,30.26225
California,now-cast,Field Research Corporation (Field Poll),5/26/2016,5/31/2016,53.0,34.0,53.23336,35.32809
Florida,now-cast,JMC Enterprises,7/9/2016,7/10/2016,42.0,47.0,43.40935,49.78915
California,now-cast,SurveyMonkey,9/1/2016,9/8/2016,49.0,29.0,51.34373,33.89975
U.S.,now-cast,Echelon Insights,7/21/2016,7/22/2016,42.0,41.0,45.22738,44.70914000000001
U.S.,now-cast,Monmouth University,6/15/2016,6/19/2016,44.0,37.0,45.53239,40.79334
U.S.,now-cast,GfK Group,7/7/2016,7/11/2016,40.0,36.0,43.89725,42.84647
Alabama,now-cast,SurveyMonkey,10/17/2016,10/25/2016,36.0,52.0,34.53685,53.42965
Kentucky,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,35.39,34.0,41.37208,42.70586
Oklahoma,now-cast,SurveyMonkey,8/9/2016,9/1/2016,26.0,49.0,28.082690000000003,54.26364
Rhode Island,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,46.4,30.9,54.47926,40.12908
U.S.,now-cast,Gravis Marketing,9/27/2016,9/27/2016,47.0,43.0,48.6756,45.47676
New Jersey,now-cast,Ipsos,9/9/2016,9/22/2016,50.49,32.22,51.20442,33.53423
Iowa,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,38.14,29.27,44.93813,38.12329
Wyoming,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,30.13,45.26,37.81493,53.9744
U.S.,now-cast,CVOTER International,10/2/2016,10/8/2016,48.2,45.86,45.92291,43.68148
Indiana,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,36.04,35.07,42.0075,43.7171
Maryland,now-cast,SurveyMonkey,8/9/2016,9/1/2016,54.0,27.0,56.09732,32.28865
Maryland,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,48.83,23.09,55.47875,31.62941
Mississippi,now-cast,Ipsos,9/2/2016,9/22/2016,37.59,49.94,38.04066,50.91476
Texas,now-cast,Ipsos,9/23/2016,9/29/2016,32.9,48.31,32.485040000000005,48.88073
Idaho,now-cast,Ipsos,9/2/2016,9/22/2016,32.19,54.9,31.59116,54.98804000000001
Oklahoma,now-cast,SurveyMonkey,10/17/2016,10/25/2016,32.0,56.0,30.55253,57.64988
Maine,now-cast,Ipsos,9/2/2016,9/22/2016,39.71,38.19,39.24711,38.49704000000001
Washington,now-cast,SurveyMonkey,10/17/2016,10/25/2016,51.0,34.0,49.57538,35.97082
U.S.,now-cast,Ipsos,9/21/2016,9/25/2016,43.8,38.3,45.8887,41.05017
U.S.,now-cast,USC Dornsife/LA Times,10/10/2016,10/16/2016,43.68,44.77,44.67904,43.57884
Idaho,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,22.61,46.46,29.9884,55.06863000000001
New Mexico,now-cast,SurveyMonkey,8/9/2016,9/1/2016,37.0,29.0,39.28396,34.60765
New Jersey,now-cast,Monmouth University,5/23/2016,5/27/2016,37.0,31.0,39.72023,36.58259
Michigan,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,39.75,28.98,45.75976,37.79744
New Hampshire,now-cast,Ipsos,9/2/2016,9/22/2016,51.19,36.28,50.69096,36.58406
North Dakota,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,17.44,39.19,25.2708,48.09478
New York,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,47.36,27.7,52.99361,36.52403
New Jersey,now-cast,SurveyMonkey,10/17/2016,10/25/2016,52.0,36.0,50.56533,37.82974
Kentucky,now-cast,Ipsos,9/9/2016,9/22/2016,37.31,53.57,37.42031,54.24128
Idaho,now-cast,Dan Jones & Associates,7/5/2016,7/16/2016,23.0,44.0,25.48243,48.08949000000001
U.S.,now-cast,Ipsos,9/20/2016,9/24/2016,42.5,37.0,44.654,39.74026
California,now-cast,Ipsos,9/23/2016,9/29/2016,63.67,23.74,63.5364,24.6432
West Virginia,now-cast,Ipsos,9/2/2016,9/22/2016,34.55,51.74,34.51733,52.38232
