State,Poll Type,Pollster,Start Date,End Date,Clinton,Trump,Clinton Adjusted,Trump Adjusted,Electoral Votes
Idaho,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,23.38,33.65,29.02798,42.57916,44
Washington,now-cast,SurveyMonkey,8/9/2016,9/1/2016,41.0,31.0,43.40347,36.81193,39
Nebraska,now-cast,SurveyMonkey,8/9/2016,9/1/2016,32.0,42.0,34.25033,47.55017,93
Connecticut,now-cast,Ipsos,9/9/2016,9/29/2016,52.01,34.09,51.91162,34.58093,8
Iowa,now-cast,SurveyMonkey,10/27/2016,11/2/2016,37.0,47.0,35.6872,47.03912,99
Connecticut,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,40.38,33.37,45.8354,42.06245,8
Kentucky,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,33.81,36.79,39.14805,44.50396,120
Ohio,now-cast,Suffolk University,10/17/2016,10/19/2016,45.0,45.0,45.24725,47.93431,88
Georgia,now-cast,The Times-Picayune/Lucid,10/17/2016,10/18/2016,44.0,40.0,44.34739,44.79866,159
Kansas,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,40.04,26.88,47.75721,36.73582,105
Maryland,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,48.83,23.09,55.47875,31.62941,24
District of Columbia,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,43.22,28.46,51.30132,37.69177,1
Rhode Island,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,57.33,13.05,63.05511,22.54325,5
Iowa,now-cast,Loras College,6/24/2016,6/28/2016,44.0,31.0,47.69168,36.52166,99
Florida,now-cast,"Mason-Dixon Polling & Research, Inc.",9/27/2016,9/29/2016,46.0,42.0,46.3821,44.75955,67
Arkansas,now-cast,Ipsos,8/26/2016,9/15/2016,41.34,51.28,41.2379,52.03127,75
Tennessee,now-cast,SurveyMonkey,10/20/2016,10/28/2016,38.0,51.0,36.56674,52.23326,95
Florida,now-cast,Suffolk University,8/1/2016,8/3/2016,43.2,38.8,45.49007,43.18238,67
Florida,now-cast,Rasmussen Reports/Pulse Opinion Research,10/26/2016,10/30/2016,43.0,48.0,43.57701,49.22565,67
Utah,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,22.29,32.4,30.01286,42.26564000000001,29
Ohio,now-cast,SurveyMonkey,10/18/2016,10/26/2016,40.0,45.0,38.5557,46.61183,88
West Virginia,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,24.58,47.56,29.92705,55.39603,55
Alabama,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,20.38,56.12,25.78239,62.55051,67
Kentucky,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,36.67,32.51,44.35093,41.84009,120
Mississippi,now-cast,SurveyMonkey,10/18/2016,10/26/2016,42.0,50.0,40.5289,51.24828,82
Virginia,now-cast,Christopher Newport University,10/23/2016,10/26/2016,46.0,39.0,46.95195,42.48954000000001,134
Oregon,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,45.18,26.09,52.83647,36.32384,36
Colorado,now-cast,Magellan Strategies,11/1/2016,11/2/2016,44.1,37.6,43.64336,37.29177,64
Virginia,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,39.32,31.71,44.65042,37.22448,134
Ohio,now-cast,Remington,11/1/2016,11/2/2016,44.0,45.0,42.9932,42.72552,88
Wisconsin,now-cast,Ipsos,10/24/2016,11/6/2016,45.92,39.99,45.22992,39.37977,72
Virginia,now-cast,SurveyMonkey,10/27/2016,11/2/2016,48.0,40.0,46.66048,39.97213,134
New Mexico,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,37.35,25.97,44.92475,36.04603,33
Ohio,now-cast,Emerson College,10/26/2016,10/27/2016,45.0,45.0,45.18002,44.19941,88
Florida,now-cast,SurveyMonkey,11/1/2016,11/7/2016,47.0,45.0,45.5484,44.36333,67
Tennessee,now-cast,SurveyMonkey,8/9/2016,9/1/2016,31.0,51.0,33.12028,56.32789,95
Virginia,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,43.11,31.39,48.4463,39.08029000000001,134
Pennsylvania,now-cast,SurveyMonkey,10/30/2016,11/6/2016,47.0,42.0,45.60283,41.41005,67
Louisiana,now-cast,SurveyMonkey,11/1/2016,11/7/2016,38.0,52.0,36.5317,51.35472,64
Virginia,now-cast,Gravis Marketing,5/24/2016,5/24/2016,44.0,38.0,46.37057,41.387,134
New York,now-cast,SurveyMonkey,8/9/2016,9/1/2016,51.0,31.0,53.22009,36.49849,62
Delaware,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,25.92,23.36,33.18267,31.80217,3
New Hampshire,now-cast,Suffolk University,10/3/2016,10/5/2016,44.0,42.0,45.32594,45.98928,10
Tennessee,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,24.83,41.48,32.251670000000004,51.26042,95
Mississippi,now-cast,Ipsos,8/5/2016,8/25/2016,36.54,53.49,36.83183,55.38975,82
North Carolina,now-cast,SurveyMonkey,10/24/2016,10/30/2016,47.0,43.0,45.62861,43.54152,100
Iowa,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,36.29,30.31,44.22511,39.6871,99
Arkansas,now-cast,SurveyMonkey,10/24/2016,10/30/2016,37.0,53.0,35.64083,53.60453,75
Kansas,now-cast,SurveyUSA,10/11/2016,10/15/2016,36.0,47.0,35.12663,48.99287,105
Louisiana,now-cast,Ipsos,8/26/2016,9/15/2016,34.25,54.2,34.53528,55.25311,64
Delaware,now-cast,SurveyMonkey,10/25/2016,10/31/2016,50.0,38.0,48.6487,38.4165,3
Mississippi,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,20.26,56.57,27.56685,64.86607,82
Wisconsin,now-cast,SurveyMonkey,10/17/2016,10/25/2016,43.0,41.0,41.56715,42.85519,72
New Hampshire,now-cast,YouGov,10/4/2016,11/6/2016,43.0,34.4,43.81757,37.23932,10
Louisiana,now-cast,University of New Orleans,10/15/2016,10/21/2016,35.0,49.0,35.34134,51.42303,64
Indiana,now-cast,Ipsos,8/26/2016,9/8/2016,32.07,55.94,30.92965,55.74752,92
West Virginia,now-cast,Ipsos,8/19/2016,9/8/2016,39.41,54.04,39.39814000000001,55.23548,55
Virginia,now-cast,Roanoke College,5/9/2016,5/17/2016,38.0,38.0,37.43594,41.1927,134
Texas,now-cast,Ipsos,9/23/2016,9/29/2016,32.9,48.31,32.485040000000005,48.88073,254
Maryland,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,43.47,26.86,50.9509,35.30811,24
Arizona,now-cast,SurveyMonkey,8/9/2016,9/1/2016,37.0,39.0,39.24603,44.54282,15
Colorado,now-cast,YouGov,9/21/2016,9/23/2016,40.0,39.0,43.00915,42.08963,64
Florida,now-cast,Ipsos,10/28/2016,11/3/2016,47.88,46.89,47.82889,46.90758,67
Florida,now-cast,University of North Florida,10/20/2016,10/25/2016,43.0,39.0,44.42868,42.82852000000001,67
Arizona,now-cast,Insights West,9/12/2016,9/14/2016,33.0,37.0,35.92019000000001,40.72038,15
Florida,now-cast,SurveyMonkey,10/26/2016,11/1/2016,47.0,44.0,45.66016,44.21273,67
Iowa,now-cast,Monmouth University,9/12/2016,9/14/2016,37.0,45.0,38.31994,47.82249,99
Maine CD-1,now-cast,SurveyUSA,9/4/2016,9/10/2016,49.0,31.0,50.73524000000001,33.7483,
Alaska,now-cast,Gravis Marketing,11/3/2016,11/6/2016,41.0,44.0,40.9413,43.38491,29
Oregon,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,40.19,28.11,47.93644000000001,36.90468,36
Washington,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,42.92,25.27,50.38866,34.00848,39
Indiana,now-cast,Public Opinion Strategies,9/6/2016,9/8/2016,36.0,43.0,38.58612,47.63206,92
New Jersey,now-cast,SurveyMonkey,10/17/2016,10/25/2016,52.0,36.0,50.56533,37.82974,21
Maryland,now-cast,Ipsos,9/30/2016,10/13/2016,53.72,31.56,52.70012,32.80662,24
Wisconsin,now-cast,Ipsos,8/19/2016,9/1/2016,37.55,38.16,37.62535,39.60381,72
Virginia,now-cast,Tarrance Group,10/12/2016,10/15/2016,47.0,38.0,47.20939,40.08825,134
Arkansas,now-cast,Ipsos,8/12/2016,9/1/2016,42.2,47.62,41.99094,48.91015,75
Florida,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,34.48,38.4,41.94641,48.26681,67
South Carolina,now-cast,Trafalgar Group,9/6/2016,9/12/2016,37.57,53.0,39.47183,53.14086999999999,46
Florida,now-cast,SurveyMonkey,8/9/2016,9/1/2016,42.0,40.0,44.16811,45.40965,67
Vermont,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,43.99,18.62,51.9235,27.65882,14
Massachusetts,now-cast,SurveyMonkey,10/29/2016,11/4/2016,55.0,29.0,53.72166,28.72232,14
Maine,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,42.82,41.51,48.94283,50.78318,16
Maine CD-1,now-cast,Maine People's Resource Center,10/14/2016,10/15/2016,45.5,35.5,46.84038,39.32883,
Iowa,now-cast,RABA Research,9/6/2016,9/8/2016,39.0,40.0,42.18927,44.39255,99
Alaska,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,37.32,33.15,42.67585,41.10535,29
Massachusetts,now-cast,SurveyMonkey,11/1/2016,11/7/2016,56.0,30.0,54.58373,29.38155,14
Nevada,now-cast,Marist College,9/6/2016,9/8/2016,41.0,42.0,41.95606,45.75828,17
Colorado,now-cast,Remington,11/1/2016,11/2/2016,42.0,41.0,40.18504,37.91566,64
Virginia,now-cast,SurveyMonkey,10/26/2016,11/1/2016,49.0,39.0,47.65328,39.18948,134
Florida,now-cast,Quinnipiac University,6/30/2016,7/11/2016,36.0,41.0,40.66637,46.21171,67
Michigan,now-cast,YouGov,7/13/2016,7/15/2016,42.0,39.0,45.78791,43.22247,83
Kansas,now-cast,Ipsos,9/30/2016,10/20/2016,37.87,50.29,35.47714000000001,50.58745,105
Pennsylvania,now-cast,YouGov,10/5/2016,10/7/2016,48.0,40.0,49.48839,43.10609,67
Utah,now-cast,Y2 Analytics,11/1/2016,11/3/2016,24.0,33.0,25.37303,35.57558,29
New Hampshire,now-cast,Rasmussen Reports/Pulse Opinion Research,10/23/2016,10/25/2016,45.0,41.0,45.53489,43.4719,10
Wyoming,now-cast,SurveyMonkey,10/26/2016,11/1/2016,21.0,62.0,19.6759,62.2659,23
Washington,now-cast,Ipsos,9/16/2016,9/29/2016,48.94,35.28,48.77788,35.8499,39
Massachusetts,now-cast,Suffolk University,5/2/2016,5/5/2016,55.0,31.0,54.52983,33.297740000000005,14
Pennsylvania,now-cast,"Susquehanna Polling & Research, Inc.",7/31/2016,8/4/2016,46.0,37.0,48.39548,41.45564,67
Wisconsin,now-cast,Remington,10/30/2016,10/30/2016,46.0,42.0,46.01211,41.22046,72
Minnesota,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,34.49,25.54,42.31281,34.52763,87
West Virginia,now-cast,Ipsos,10/23/2016,11/6/2016,34.22,58.04,33.39396,57.49776,55
New York,now-cast,SurveyMonkey,11/1/2016,11/7/2016,57.0,32.0,55.55189,31.36513,62
Minnesota,now-cast,SurveyMonkey,10/17/2016,10/25/2016,47.0,36.0,45.56837,37.87239,87
Ohio,now-cast,SurveyMonkey,10/28/2016,11/3/2016,41.0,46.0,39.66923,45.79438,88
Pennsylvania,now-cast,Rasmussen Reports/Pulse Opinion Research,10/16/2016,10/23/2016,45.0,41.0,45.49083,43.60217,67
Louisiana,now-cast,Ipsos,10/14/2016,11/3/2016,35.83,53.2,35.20168,54.0354,64
New Hampshire,now-cast,"RKM Research and Communications, Inc.",5/25/2016,5/28/2016,44.0,44.0,43.60152,44.2356,10
Massachusetts,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,48.64,23.46,56.90485,33.6966,14
Colorado,now-cast,YouGov,10/26/2016,10/28/2016,42.0,39.0,42.88837,40.34286,64
West Virginia,now-cast,Garin-Hart-Yang Research Group,9/13/2016,9/17/2016,28.0,60.0,28.14775,60.58347,55
Missouri,now-cast,SurveyMonkey,10/20/2016,10/28/2016,37.0,48.0,35.56655,49.23126,115
Michigan,now-cast,Greenberg Quinlan Rosner (Democracy Corps),6/11/2016,6/20/2016,48.0,33.0,49.76828,37.79902,83
Illinois,now-cast,YouGov,10/4/2016,11/6/2016,48.3,33.1,49.08255,35.44754000000001,102
Nevada,now-cast,Gravis Marketing,10/25/2016,10/25/2016,46.0,46.0,46.07293,47.15921,17
Illinois,now-cast,Ipsos,10/31/2016,11/6/2016,51.3,39.08,50.8302,38.35996,102
Washington,now-cast,Ipsos,10/21/2016,11/2/2016,46.71,38.33,45.59595,38.24949,39
Ohio,now-cast,Emerson College,11/4/2016,11/5/2016,38.9,45.6,38.90148,43.48147,88
Connecticut,now-cast,SurveyMonkey,10/24/2016,10/30/2016,51.0,39.0,49.66949,39.75235,8
Florida,now-cast,Rasmussen Reports/Pulse Opinion Research,10/16/2016,10/23/2016,46.0,41.0,46.49689,43.68719,67
Missouri,now-cast,DFM Research,10/27/2016,11/1/2016,38.0,47.0,37.75616,48.61004000000001,115
Arizona,now-cast,Data Orbital,10/17/2016,10/18/2016,41.0,41.0,41.74234000000001,43.62807,15
New Mexico,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,35.4,28.14,41.43306,37.05136,33
Oregon,now-cast,Ipsos,10/7/2016,10/27/2016,46.26,37.69,44.4621,38.68521,36
Wisconsin,now-cast,Monmouth University,8/27/2016,8/30/2016,43.0,38.0,44.39384,41.42435,72
Indiana,now-cast,SurveyMonkey,11/1/2016,11/7/2016,35.0,52.0,33.54308,51.36058,92
New Jersey,now-cast,Ipsos,9/2/2016,9/15/2016,48.91,33.46,49.66814,34.985859999999995,21
Indiana,now-cast,SurveyMonkey,10/18/2016,10/26/2016,35.0,50.0,33.54891,51.51974000000001,92
Illinois,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,38.96,29.27,44.39086,37.68234,102
Washington,now-cast,Ipsos,9/30/2016,10/13/2016,46.94,37.24,45.61403,38.49202,39
North Carolina,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,30.2,39.03,37.78739,47.91099000000001,100
New Mexico,now-cast,Ipsos,7/29/2016,8/18/2016,43.98,41.45,40.68931,40.29388,33
Wisconsin,now-cast,SurveyMonkey,10/30/2016,11/6/2016,44.0,43.0,42.62128,42.42113,72
Louisiana,now-cast,Ipsos,10/17/2016,11/6/2016,36.12,51.56,35.72567,51.98438,64
Kentucky,now-cast,Ipsos,10/21/2016,11/2/2016,34.13,61.0,33.4142,61.19738,120
Missouri,now-cast,Remington,10/9/2016,10/11/2016,42.0,47.0,42.30223,48.73411,115
Florida,now-cast,The Times-Picayune/Lucid,10/17/2016,10/18/2016,45.0,39.0,45.37186,44.103,67
Florida,now-cast,Gravis Marketing,11/1/2016,11/2/2016,46.0,45.0,46.11487,44.57666,67
Pennsylvania,now-cast,Quinnipiac University,8/29/2016,9/7/2016,44.0,39.0,46.78252,41.48626,67
Oregon,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,42.32,29.77,50.21059,38.84848,36
New Hampshire,now-cast,University of Massachusetts Lowell,2/3/2016,2/5/2016,46.0,39.0,45.31618,41.12244000000001,10
North Carolina,now-cast,Rasmussen Reports/Pulse Opinion Research,10/13/2016,10/20/2016,46.0,41.0,46.55611,43.87926,100
Connecticut,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,43.88,26.51,51.70918,36.56028,8
Kansas,now-cast,Ipsos,8/5/2016,8/25/2016,37.35,47.97,36.12946,48.76162,105
Ohio,now-cast,Rasmussen Reports/Pulse Opinion Research,10/16/2016,10/23/2016,42.0,43.0,42.49826,45.70647,88
Georgia,now-cast,JMC Enterprises,9/20/2016,9/22/2016,38.0,44.0,39.95314000000001,46.75325,159
Oklahoma,now-cast,SoonerPoll.com,7/20/2016,7/25/2016,28.6,53.0,30.31276,55.17634,77
New York,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,37.34,28.83,45.15071,38.02962,62
New Hampshire,now-cast,Ipsos,9/2/2016,9/22/2016,51.19,36.28,50.69096,36.58406,10
Tennessee,now-cast,Ipsos,9/23/2016,10/6/2016,33.86,48.57,33.4615,49.65593,95
Mississippi,now-cast,SurveyMonkey,10/30/2016,11/6/2016,41.0,50.0,39.57635,49.39414,82
Minnesota,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,35.74,30.31,41.38934,39.24902,87
California,now-cast,SurveyMonkey,10/29/2016,11/4/2016,56.0,30.0,54.66834,29.65228,58
Pennsylvania,now-cast,SurveyMonkey,10/20/2016,10/28/2016,47.0,42.0,45.56427,43.20696,67
Nevada,now-cast,SurveyMonkey,10/8/2016,10/16/2016,40.0,44.0,38.84299,46.63786,17
South Dakota,now-cast,SurveyMonkey,10/18/2016,10/26/2016,32.0,53.0,30.564590000000006,54.73241,66
Florida,now-cast,Selzer & Company,10/21/2016,10/24/2016,43.0,45.0,43.2967,46.69683,67
Washington,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,43.16,26.71,48.82753,35.7821,39
New Hampshire,now-cast,SurveyMonkey,8/9/2016,9/1/2016,40.0,34.0,42.6526,40.23774,10
Idaho,now-cast,Dan Jones & Associates,9/28/2016,10/9/2016,30.0,40.0,30.33734,43.01256,44
Ohio,now-cast,Rasmussen Reports/Pulse Opinion Research,10/13/2016,10/20/2016,42.0,43.0,42.57512,46.09627,88
Georgia,now-cast,Ipsos,10/14/2016,10/27/2016,43.11,47.84,41.7347,48.34422,159
Washington,now-cast,SurveyMonkey,10/24/2016,10/30/2016,53.0,34.0,51.6708,34.75911,39
Oregon,now-cast,Gravis Marketing,11/3/2016,11/6/2016,44.0,40.0,43.94072,39.38461,36
California,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,47.95,26.85,53.3876,35.33924000000001,58
Delaware,now-cast,SurveyMonkey,10/29/2016,11/4/2016,51.0,36.0,49.66132,35.64307,3
South Dakota,now-cast,YouGov,10/4/2016,11/6/2016,31.3,49.6,32.09346,52.10069,66
Oklahoma,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,21.6,44.62,29.19523,53.30259,77
Oklahoma,now-cast,SurveyMonkey,8/9/2016,9/1/2016,26.0,49.0,28.082690000000003,54.26364,77
Oregon,now-cast,Ipsos,9/16/2016,9/29/2016,48.42,37.65,48.037,37.98837,36
Minnesota,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,35.35,31.38,40.69371,36.90133,87
California,now-cast,Greenberg Quinlan Rosner/American Viewpoint,5/19/2016,5/31/2016,54.0,33.0,54.48786,34.95818,58
Florida,now-cast,Public Policy Polling,6/2/2016,6/5/2016,40.0,41.0,42.66569000000001,45.49094,67
Ohio,now-cast,Public Policy Polling,10/5/2016,10/6/2016,44.0,43.0,44.21312,45.61138,88
Missouri,now-cast,Remington,9/26/2016,9/27/2016,39.0,49.0,40.48737,50.52068,115
New Jersey,now-cast,SurveyMonkey,10/29/2016,11/4/2016,53.0,37.0,51.67267,36.65797,21
Georgia,now-cast,Ipsos,9/30/2016,10/6/2016,43.1,48.05,42.01496,48.6652,159
California,now-cast,Ipsos,8/12/2016,8/18/2016,63.14,26.06,63.1548,28.041120000000006,58
Oklahoma,now-cast,Ipsos,9/16/2016,10/6/2016,33.22,53.2,31.72717,52.67652,77
Indiana,now-cast,Ipsos,8/12/2016,8/25/2016,34.06,55.4,32.79128,55.75789,92
Maryland,now-cast,Ipsos,8/5/2016,8/25/2016,53.02,30.47,52.91761999999999,32.226490000000005,24
Massachusetts,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,46.3,24.67,51.79242,31.48708,14
District of Columbia,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,47.91,19.37,53.40482,26.19738,1
Montana,now-cast,Montana State University Billings,10/3/2016,10/10/2016,27.0,43.0,30.05575,47.73109,56
Georgia,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,27.58,44.61,34.9287,53.82583,159
North Carolina,now-cast,SurveyMonkey,10/17/2016,10/25/2016,47.0,43.0,45.54721,44.57518,100
Florida,now-cast,Gravis Marketing,10/11/2016,10/13/2016,46.0,42.0,46.30313,44.66016,67
Maryland,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,47.49,24.96,53.1009,33.61795,24
Michigan,now-cast,Mitchell Research & Communications,10/30/2016,10/30/2016,47.0,41.0,45.71331,40.43502,83
New Mexico,now-cast,SurveyMonkey,10/18/2016,10/26/2016,42.0,34.0,40.56249,35.70394,33
Ohio,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,31.5,37.21,36.84182,44.97509,88
Indiana,now-cast,SurveyMonkey,10/30/2016,11/6/2016,35.0,52.0,33.602909999999994,51.41009,92
Kentucky,now-cast,SurveyMonkey,10/29/2016,11/4/2016,36.0,54.0,34.6579,53.63857,120
Tennessee,now-cast,YouGov,10/4/2016,11/6/2016,33.9,48.3,34.67965,50.60673,95
Florida,now-cast,Marist College,7/5/2016,7/11/2016,41.0,36.0,43.79169,42.49182,67
Alabama,now-cast,Ipsos,8/12/2016,9/1/2016,39.39,51.54,39.20774,52.67799,67
Illinois,now-cast,SurveyMonkey,10/26/2016,11/1/2016,52.0,35.0,50.65937,35.21005,102
New Hampshire,now-cast,Emerson College,9/3/2016,9/5/2016,42.0,37.0,45.00688,39.20837,10
Mississippi,now-cast,YouGov,10/4/2016,11/6/2016,39.5,45.5,40.2569,47.48716,82
Ohio,now-cast,Rasmussen Reports/Pulse Opinion Research,10/31/2016,11/2/2016,45.0,43.0,45.59172,43.45311,88
Colorado,now-cast,Ipsos,8/26/2016,9/8/2016,40.5,43.29,39.66087,43.51546,64
Florida,now-cast,SurveyUSA,6/25/2016,6/27/2016,46.0,42.0,47.61812000000001,44.94885,67
Virginia,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,40.71,31.13,46.13509000000001,39.47652,134
Wisconsin,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,41.21,28.69,46.65841,35.31808,72
Michigan,now-cast,Mitchell Research & Communications,10/31/2016,10/31/2016,50.0,43.0,48.7129,42.23199,83
Virginia,now-cast,SurveyMonkey,11/1/2016,11/7/2016,49.0,41.0,47.5443,40.36122,134
Wisconsin,now-cast,Marquette University,11/12/2015,11/15/2015,48.0,38.0,47.94114,38.65112,72
New Hampshire,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,34.66,34.38,42.83839,43.84424,10
Florida,now-cast,Saint Leo University,10/22/2016,10/26/2016,50.4,36.95,49.04995,41.27294000000001,67
Wisconsin,now-cast,SurveyMonkey,8/9/2016,9/1/2016,39.0,37.0,41.2879,42.61439,72
New York,now-cast,Marist College,9/21/2016,9/23/2016,52.0,31.0,52.67123,34.2473,62
Utah,now-cast,YouGov,10/4/2016,11/6/2016,23.7,32.8,24.49132,35.27062,29
North Dakota,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,26.18,48.14,31.64685,54.84729,53
Arkansas,now-cast,Hendrix College,9/15/2016,9/17/2016,34.0,55.0,35.18675,56.59265,75
Utah,now-cast,Emerson College,10/17/2016,10/19/2016,24.0,27.0,24.09477,27.68761,29
Alabama,now-cast,SurveyMonkey,11/1/2016,11/7/2016,36.0,55.0,34.52791,54.35276,67
Mississippi,now-cast,Ipsos,10/20/2016,11/3/2016,34.24,53.55,34.14567,54.22194,82
Colorado,now-cast,Marist College,8/4/2016,8/10/2016,41.0,29.0,43.12606,35.8989,64
Ohio,now-cast,Marist College,8/3/2016,8/7/2016,39.0,35.0,40.97557000000001,41.59757000000001,88
Oregon,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,38.78,28.36,46.75,37.78688,36
South Carolina,now-cast,Ipsos,9/23/2016,10/6/2016,46.67,48.25,46.2188,49.14376,46
Nevada,now-cast,Rasmussen Reports/Pulse Opinion Research,9/16/2016,9/18/2016,39.0,42.0,41.71786,45.22583,17
Delaware,now-cast,Ipsos,9/30/2016,10/20/2016,47.83,33.89,46.34991,34.9713,3
Michigan,now-cast,Mitchell Research & Communications,11/3/2016,11/3/2016,46.0,41.0,44.65492,39.84879,83
Virginia,now-cast,Remington,10/30/2016,10/30/2016,47.0,43.0,46.9912,42.16805,134
Nevada,now-cast,Rasmussen Reports/Pulse Opinion Research,10/27/2016,10/31/2016,44.0,40.0,44.59096,41.02972000000001,17
Arizona,now-cast,SurveyMonkey,10/27/2016,11/2/2016,43.0,43.0,41.67655,43.01241,15
Missouri,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,37.53,34.42,42.95625,42.77968,115
Arizona,now-cast,Data Orbital,10/29/2016,10/30/2016,41.0,45.0,41.79758,45.40677,15
Iowa,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,35.57,33.72,40.91593,39.24248,99
New York,now-cast,SurveyMonkey,10/30/2016,11/6/2016,58.0,31.0,56.61503,30.41737,62
Illinois,now-cast,Ipsos,9/9/2016,9/15/2016,51.5,36.18,51.64177,36.96386,102
Mississippi,now-cast,Magellan Strategies,8/11/2016,8/11/2016,39.0,52.0,40.2037,55.21385,82
Mississippi,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,25.02,52.3,30.32989,57.80389,82
Michigan,now-cast,Mitchell Research & Communications,7/5/2016,7/11/2016,40.0,34.0,38.82464,34.40885,83
Nevada,now-cast,Ipsos,9/9/2016,9/29/2016,42.38,43.73,41.99438,43.87902,17
Alaska,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,23.23,47.41,28.57927,52.9342,29
Missouri,now-cast,Monmouth University,10/28/2016,10/31/2016,38.0,52.0,36.96754,52.03534000000001,115
Ohio,now-cast,YouGov,8/17/2016,8/19/2016,46.0,40.0,49.02962,44.23941,88
Minnesota,now-cast,SurveyMonkey,10/29/2016,11/4/2016,46.0,38.0,44.67751,37.66432,87
Indiana,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,29.21,35.57,36.88231,44.57215,92
Utah,now-cast,Ipsos,9/2/2016,9/22/2016,31.24,47.96,30.93092,48.33331,29
Nebraska,now-cast,SurveyMonkey,10/30/2016,11/6/2016,34.0,52.0,32.61782,51.41904,93
Kansas,now-cast,SurveyUSA,7/8/2016,7/11/2016,36.0,47.0,37.97129,50.0852,105
New Hampshire,now-cast,Public Policy Polling,10/7/2016,10/9/2016,48.0,37.0,45.37366,37.43895,10
