State,Poll Type,Clinton,Trump,Clinton Adjusted,Trump Adjusted
California,now-cast,54.0,28.0,55.19396999999999,31.70545
New York,now-cast,55.0,36.0,53.45256,35.75996
Florida,now-cast,50.0,43.0,49.00021,44.43202
Colorado,now-cast,49.0,39.0,45.89312,40.51992
Pennsylvania,now-cast,43.4,44.3,43.08174,46.95802
Michigan,now-cast,40.0,34.0,38.82464,34.40885
New Hampshire,now-cast,45.0,40.0,44.2968,42.17655
Georgia,now-cast,41.0,50.0,37.66152,49.20023
Florida,now-cast,45.0,38.0,45.60082,42.42905
Ohio,now-cast,37.0,39.0,36.80413,41.88262
Illinois,now-cast,36.5,27.5,38.92566,29.66993
Michigan,now-cast,44.0,39.0,43.93145,41.06133
Minnesota,now-cast,43.0,38.0,40.81114,39.40767
North Carolina,now-cast,47.0,41.0,45.49825,42.85595
New Jersey,now-cast,52.0,36.0,51.69765,39.67218
Florida,now-cast,51.7,34.2,48.89357,38.57467000000001
Virginia,now-cast,48.0,39.0,47.47254,39.8444
Iowa,now-cast,42.0,42.0,40.23094,42.2379
New Hampshire,now-cast,45.0,39.0,44.30655,41.14993
Kansas,now-cast,36.0,46.0,35.05585,46.99199
New Hampshire,now-cast,46.0,39.0,45.31618,41.12244000000001
New Hampshire,now-cast,44.0,40.0,43.32456,42.09693
Alabama,now-cast,32.0,68.0,30.99948,67.10513
Arizona,now-cast,42.0,44.0,40.62566,43.41022
Georgia,now-cast,41.0,42.0,39.14238,42.62778
Alaska,now-cast,44.1,49.3,42.32363,48.88795
Florida,now-cast,44.0,47.0,44.90295,48.88012
New Hampshire,now-cast,47.0,40.0,47.41697,39.83609000000001
Missouri,now-cast,38.0,43.0,35.42987,42.34874
Iowa,now-cast,41.0,40.0,41.98874,41.5293
Nevada,now-cast,41.0,44.0,41.84883,45.3988
South Carolina,now-cast,41.0,44.0,42.35411,45.92257
Montana,now-cast,30.0,51.4,29.27648,49.76969
Virginia,now-cast,52.0,35.0,50.07686,36.89264
New Hampshire,now-cast,45.0,38.0,45.6232,39.0458
South Carolina,now-cast,42.0,47.0,40.86663,45.82412
Florida,now-cast,41.0,49.0,42.1629,49.2368
Florida,now-cast,49.0,41.0,46.76328,43.07137
Virginia,now-cast,50.0,36.0,49.71022,37.9378
Tennessee,now-cast,34.46,50.09,33.83489,50.37283
Utah,now-cast,38.0,36.0,34.93833,36.74969
Wisconsin,now-cast,46.0,37.0,46.38456,39.27884
North Carolina,now-cast,46.0,43.0,47.70441,44.90834
Utah,now-cast,23.7,32.8,24.49132,35.27062
New Hampshire,now-cast,50.0,36.0,47.84352,35.92014
North Carolina,now-cast,45.0,36.0,46.82135,42.29849
Florida,now-cast,36.0,41.0,40.66637,46.21171
Utah,now-cast,26.62,21.68,32.06398,30.24208
Florida,now-cast,43.0,43.0,45.52894000000001,46.29548
New York,now-cast,57.0,32.0,57.3204,36.07187
North Carolina,now-cast,43.0,45.0,40.06366,44.4669
Utah,now-cast,38.0,38.0,35.98272,40.81672
South Dakota,now-cast,28.45,47.2,26.57938,45.41167
Wisconsin,now-cast,47.0,34.0,49.18409000000001,38.71218
Ohio,now-cast,36.0,37.0,40.68902,42.24402
Utah,now-cast,28.18,29.39,33.627990000000004,36.01632
Wisconsin,now-cast,48.0,38.0,47.94114,38.65112
Washington,now-cast,46.71,38.33,45.59595,38.24949
Virginia,now-cast,46.54,40.04,46.48571,40.49553
Pennsylvania,now-cast,34.0,40.0,38.5665,45.06923
Florida,now-cast,43.0,42.0,44.64589,45.1794
Utah,now-cast,32.77,25.2,38.11862,33.05733
Utah,now-cast,28.6,46.23,28.312620000000006,47.16207
California,now-cast,59.0,31.0,58.51768000000001,34.10181
Florida,now-cast,43.0,42.0,44.25097,44.27267
New Hampshire,now-cast,37.0,37.0,40.40512,43.18252
Florida,now-cast,44.0,46.0,42.74303,48.07262
Michigan,now-cast,43.0,41.0,42.26212,42.19111
Kansas,now-cast,36.0,47.0,37.97129,50.0852
North Carolina,now-cast,44.0,44.0,43.01933,45.86074
New Hampshire,now-cast,47.0,41.0,45.02324,39.82874
North Carolina,now-cast,43.0,47.0,41.68352,46.51249
Ohio,now-cast,38.0,35.0,40.81454,41.5241
Utah,now-cast,21.91,32.4,29.27668,40.99178
Kansas,now-cast,39.0,44.0,40.0537,47.18924000000001
Connecticut,now-cast,48.11,42.23,46.96425,42.11234
Utah,now-cast,32.54,43.61,32.02499,45.22967
California,now-cast,60.0,26.0,57.20068000000001,26.51952
New Hampshire,now-cast,47.0,39.0,44.11874,41.17781
Florida,now-cast,43.0,43.0,45.86702,45.60682
Pennsylvania,now-cast,45.0,42.0,43.65136,42.54528
New Hampshire,now-cast,44.0,42.0,43.49391,43.88962
California,now-cast,56.0,34.0,55.47187,36.45351
New Hampshire,now-cast,50.0,31.0,47.5781,33.79849
Ohio,now-cast,45.0,40.0,42.87959,41.4047
Utah,now-cast,20.3,27.92,28.17811,37.21578
Utah,now-cast,34.26,49.55,33.9255,49.77486
Ohio,now-cast,42.15,42.98,40.65373,44.07175
Ohio,now-cast,38.0,36.0,42.41175,41.2828
Pennsylvania,now-cast,41.0,40.0,43.57731,44.35196
Wisconsin,now-cast,47.48,38.96,46.57795,39.04024
Utah,now-cast,22.75,27.5,30.32487,37.57626
Utah,now-cast,32.9,39.66,31.60908,39.34967
New York,now-cast,54.0,31.0,56.65189,36.53033
California,now-cast,52.0,38.0,51.04421,38.54809
Utah,now-cast,32.94,47.94,32.28296,48.34827
Utah,now-cast,30.54,44.17,28.76102,45.08722
Michigan,now-cast,47.0,37.0,45.97661,39.21658
Alabama,now-cast,41.23,53.27,40.517,53.35064000000001
Arizona,now-cast,42.59,44.59,40.89799,45.55193
North Carolina,now-cast,41.0,41.0,43.38925,44.82006
Utah,now-cast,15.11,21.41,20.75545,30.3206
Utah,now-cast,24.76,33.02,32.56131,41.97882
Virginia,now-cast,50.49,39.05,49.60379,40.03336
Utah,now-cast,30.0,43.0,29.73366,45.97163
Wisconsin,now-cast,41.0,38.0,43.48563,42.19432000000001
Washington,now-cast,50.9,33.29,49.8727,34.38357
New York,now-cast,52.0,31.0,54.17482,36.14515
Florida,now-cast,49.0,41.0,47.45612,45.11817
North Carolina,now-cast,41.0,43.0,43.32442,47.10497
North Carolina,now-cast,43.0,43.0,45.65963,47.34692
Pennsylvania,now-cast,46.0,42.0,46.59462,44.31544
Iowa,now-cast,45.0,43.0,43.36524,42.46074
Utah,now-cast,26.0,29.0,28.6495,32.75962
Florida,now-cast,41.0,36.0,43.79169,42.49182
Colorado,now-cast,49.01,41.11,47.10258,40.20752
Utah,now-cast,27.0,36.0,30.4193,42.07003
North Carolina,now-cast,42.0,36.0,44.59065,42.20772
Colorado,now-cast,37.0,48.0,36.44332,46.51105
Ohio,now-cast,39.0,43.0,39.82199,45.37249
South Dakota,now-cast,29.45,52.16,27.53571,50.53867
Utah,now-cast,27.0,34.0,29.28408,39.60787
Utah,now-cast,28.64,34.24,35.40457,43.02278
Utah,now-cast,30.37,33.91,36.40311,42.82153
Florida,now-cast,40.0,41.0,42.66569000000001,45.49094
Wisconsin,now-cast,43.0,37.0,46.07585,41.60348
Ohio,now-cast,44.0,40.0,44.41998,42.20066
Ohio,now-cast,48.0,42.0,45.62686,45.31288
North Carolina,now-cast,43.0,44.0,41.32307,45.14466
Michigan,now-cast,43.0,32.0,46.63229000000001,37.53075
North Carolina,now-cast,43.0,41.0,44.40999,44.43013
Utah,now-cast,28.0,33.0,26.35405,33.42565
North Carolina,now-cast,42.0,38.0,44.69843,40.36628
Utah,now-cast,27.93,24.07,35.59189,32.75433
Pennsylvania,now-cast,54.0,39.0,52.56527,42.81542
New Hampshire,now-cast,43.0,32.0,45.66864,37.98364
South Carolina,now-cast,46.67,48.25,46.2188,49.14376
New York,now-cast,50.0,25.0,53.82897,32.41996
Oregon,now-cast,46.96,37.05,45.43089000000001,38.06618
North Carolina,now-cast,44.0,42.0,42.1867,43.56963
Connecticut,now-cast,53.48,35.23,52.69994000000001,36.11939
Kentucky,now-cast,34.13,61.0,33.4142,61.19738
Missouri,now-cast,36.0,46.0,39.02121,50.44296
Pennsylvania,now-cast,48.0,39.0,50.45549000000001,42.15242
California,now-cast,45.0,33.0,47.87257,37.25005
New Hampshire,now-cast,43.0,39.0,43.20611,41.27036
Florida,now-cast,46.0,41.0,47.80369,43.11694
Utah,now-cast,35.0,41.45,33.75047,42.22015
Ohio,now-cast,45.0,42.0,43.92175,43.76628
Utah,now-cast,31.24,47.96,30.93092,48.33331
Utah,now-cast,21.33,35.05,26.6723,40.5706
Kentucky,now-cast,39.38,53.08,38.39013,54.39201
Utah,now-cast,22.29,32.4,30.01286,42.26564000000001
Florida,now-cast,46.0,43.0,46.50436,45.96978
Wisconsin,now-cast,47.0,38.0,46.6254,40.59436
Wisconsin,now-cast,48.0,37.0,47.38209000000001,40.26993
Wisconsin,now-cast,41.0,38.0,43.30858,41.30236
Utah,now-cast,34.14,34.92,33.75817,36.14859000000001
California,now-cast,46.0,30.0,50.99059000000001,33.63412
Georgia,now-cast,43.1,48.05,42.01496,48.6652
Florida,now-cast,41.0,36.0,42.96875,42.58892
New Hampshire,now-cast,45.0,44.0,42.5904,45.81688
New Hampshire,now-cast,48.0,39.0,45.48773,40.10518
North Carolina,now-cast,43.0,45.0,41.49343,45.56405
Ohio,now-cast,44.0,39.0,44.43014,40.46466
North Carolina,now-cast,48.98,43.4,48.98405,43.88618
New York,now-cast,57.0,34.0,57.07074,38.66983
New Jersey,now-cast,48.52,33.66,48.32786,35.46921
Alabama,now-cast,38.3,53.84,37.25122,54.81887
California,now-cast,49.0,39.0,51.01414000000001,40.32109000000001
Pennsylvania,now-cast,45.0,42.0,46.67796,45.3501
California,now-cast,57.0,32.0,58.27161,34.00425
Minnesota,now-cast,42.01,37.21,40.41755,36.60747
South Carolina,now-cast,44.02,48.32,43.44704,48.5644
Pennsylvania,now-cast,43.0,42.0,44.03158,44.4902
Ohio,now-cast,42.0,44.0,41.63287,45.72931
Utah,now-cast,25.0,37.0,26.93888,40.86052
North Carolina,now-cast,47.13,43.37,45.92402,44.55362
Maryland,now-cast,52.92,33.96,52.18214,34.1199
Pennsylvania,now-cast,39.0,36.0,43.30026,41.10647
Florida,now-cast,44.0,45.0,41.44945,45.53232
Wisconsin,now-cast,47.0,37.0,46.39898,40.77993
New Jersey,now-cast,46.55,35.11,47.32737,36.79957
Ohio,now-cast,44.0,42.0,46.54559,45.32792
Iowa,now-cast,48.0,40.0,45.9963,42.03026
Utah,now-cast,25.94,27.88,33.77867,37.45497
Florida,now-cast,42.0,36.0,46.39114,41.25021
Oregon,now-cast,46.46,37.41,45.15017,37.11946
Utah,now-cast,28.65,47.72,28.38212,48.37341
Utah,now-cast,35.0,35.0,36.5426,38.02718
New York,now-cast,56.0,30.0,57.07028,35.09246
Utah,now-cast,29.5,40.87,27.825290000000006,41.89192
North Carolina,now-cast,45.0,44.0,44.40263,44.69241
North Carolina,now-cast,42.0,49.0,38.91546,48.8362
North Carolina,now-cast,42.0,46.0,42.90049000000001,48.56213
Utah,now-cast,33.67,38.53,33.17161,40.04859
Missouri,now-cast,41.09,47.19,39.82209,46.82893
